response_id,primary_specialty,officer_rank,year_executed_order,billet_current,order_lag_in_months,transparency_rank,satistfaction_rank,favoritism_rank,assignment_current,geographic_preference,career_path,doctor_as_detailer,homestead_length_in_years,homestead_problem,match_desirability,match_month,assignment_preference,officer_rank_preference
1066,Gastroenterology (IM),LCDR,2014,CONUS MTF,NA,3,4,3,1st choice,Southern California,Clinical Medicine,Do not care,4 tours (~12 years),No,NA,NA,NA,NA
334,Resident,LT,2015,GME,2-4 months,5,5,5,1st choice,Europe,Mixed,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1068,Emergency Medicine,CAPT or Flag,2016,CONUS Operational,2-4 months,5,5,5,1st choice,Southern California,Mixed,Other,Other,Other,Other,Jan-17,Yes,Yes
363,Resident,LCDR,2014,GME,NA,NA,NA,1,1st choice,"Southeast (North Carolina, Florida)",Operational Medicine,Yes,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
367,Resident,LCDR,2015,GME,2-4 months,3,3,2,1st choice,Europe,Mixed,Other,2 tours (~6 years),No,NA,NA,NA,NA
1072,Family Medicine,LCDR,2016,CONUS MTF,> 4 months,5,5,4,1st choice,Southern California,Undecided,Do not care,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1074,Other,CAPT or Flag,2009,CONUS MTF,2-4 months,5,5,5,2nd choice,"Tidewater Region (Portsmouth, Norfolk)",Academic Medicine,No,1 tour (~3 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
373,Resident,LCDR,2015,CONUS MTF,2-4 months,2,2,3,1st choice,Southern California,Operational Medicine,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Oct-16,Yes,Yes
378,Resident,LT,2016,CONUS MTF,2-4 months,3,3,4,1st choice,Southern California,Clinical Medicine,Yes,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Feb-17,No,No
1078,Emergency Medicine,CAPT or Flag,2015,CONUS MTF,2-4 months,4,5,2,1st choice,"Southeast (North Carolina, Florida)",Resign/Retire,Yes,Other,Yes,Status Quo: Detailer and Specialty Leader decide,Oct-16,No,Yes
1080,Neurology,LT,2016,GME,NA,NA,3,NA,1st choice,Southern California,Mixed,Do not care,4 tours (~12 years),No,Something similar to the National Residency Match Program,Dec-16,NA,NA
1083,Internal Medicine (General),CDR,2015,CONUS Operational,NA,2,4,3,2nd choice,"Tidewater Region (Portsmouth, Norfolk)",Operational Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Mar-17,No,Yes
1086,Cardiology (IM),LCDR,2015,CONUS MTF,2-4 months,5,5,4,2nd choice,"Southeast (North Carolina, Florida)",Clinical Medicine,No,3 tours (~9 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,Yes
1089,Pediatrics,CDR,2014,CONUS MTF,> 4 months,4,4,2,1st choice,Europe,Undecided,No,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1092,Neurology,LT,2015,CONUS MTF,2-4 months,5,5,4,1st choice,National Capital Region,Clinical Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
387,Resident,LCDR,2015,GME,2-4 months,3,3,3,2nd choice,Europe,Mixed,Other,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
408,Resident,LT,2015,GME,2-4 months,4,4,NA,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Operational Medicine,No,2 tours (~6 years),Other,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
1096,Pediatrics,LCDR,2016,CONUS MTF,NA,4,3,5,1st choice,Southern California,Other,Other,4 tours (~12 years),No,NA,NA,NA,NA
1097,Radiology,CDR,2015,CONUS MTF,> 4 months,5,5,5,1st choice,Southern California,Academic Medicine,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jul-16,No,Yes
1099,Psychiatry,LT,2014,GME,2-4 months,3,5,NA,1st choice,Southern California,Mixed,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1100,Pediatrics,LCDR,2016,CONUS MTF,NA,4,4,5,1st choice,Southern California,Other,Other,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1101,Psychiatry,LCDR,2014,GME,> 4 months,5,5,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Operational Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,Yes
409,Resident,LT,2016,GME,NA,1,1,NA,1st choice,Northeast,Clinical Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
438,Resident,LT,2015,CONUS MTF,2-4 months,2,3,NA,3rd choice,Europe,Mixed,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
474,Resident,LCDR,2015,GME,2-4 months,5,5,5,1st choice,Southern California,Mixed,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jun-16,Yes,Yes
1108,Internal Medicine (General),LCDR,2015,OCONUS MTF,NA,5,3,4,Other,Southern California,Operational Medicine,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
1112,Ophthalmology,LT,2016,GME,> 4 months,2,2,NA,Other,Europe,Clinical Medicine,Do not care,3 tours (~9 years),NA,Something similar to the National Residency Match Program,Nov-16,No,Yes
1113,Infectious Disease (IM),CAPT or Flag,2016,Non-Operational/Non-Clinical,2-4 months,4,5,4,1st choice,National Capital Region,Research,Do not care,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
1114,Radiation Oncology,CAPT or Flag,NA,CONUS MTF,2-4 months,5,5,5,1st choice,Southern California,Clinical Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,No
1115,Endocrinology (IM),CDR,2013,CONUS MTF,2-4 months,4,5,2,1st choice,Southern California,Mixed,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
1116,Endocrinology (IM),CDR,2015,CONUS MTF,NA,5,5,5,1st choice,National Capital Region,Executive Medicine,No,3 tours (~9 years),No,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
1117,Otolaryngology,LCDR,2014,CONUS MTF,2-4 months,2,5,NA,1st choice,"Southeast (North Carolina, Florida)",Clinical Medicine,Do not care,Other,No,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,No
1118,Otolaryngology,LCDR,2014,CONUS MTF,2-4 months,4,4,2,2nd choice,"Southeast (North Carolina, Florida)",Resign/Retire,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
1119,Otolaryngology,CDR,2011,CONUS MTF,2-4 months,5,5,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Resign/Retire,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Mar-17,No,Yes
1120,Radiation Oncology,LCDR,2015,CONUS MTF,NA,3,3,3,1st choice,Southern California,Clinical Medicine,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Nov-16,No,Yes
1121,Otolaryngology,LCDR,2016,CONUS MTF,NA,5,5,3,1st choice,Southern California,Global Health Engagement,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,NA
1122,Otolaryngology,LCDR,2014,CONUS MTF,2-4 months,5,4,5,Other,Pacific Northwest,Resign/Retire,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1123,Otolaryngology,CAPT or Flag,2014,CONUS MTF,> 4 months,5,5,3,1st choice,Southern California,Resign/Retire,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,NA,Yes,Yes
1124,Otolaryngology,LCDR,2016,CONUS MTF,2-4 months,4,4,2,1st choice,"Southeast (North Carolina, Florida)",Executive Medicine,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Mar-17,Yes,No
1125,Radiation Oncology,LCDR,2015,CONUS MTF,> 4 months,4,4,5,2nd choice,Southern California,Mixed,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Other,Yes,Yes
1126,Ophthalmology,CAPT or Flag,2014,CONUS MTF,NA,5,5,5,1st choice,Southern California,Clinical Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,NA
501,Resident,LT,2016,GME,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,Ophthalmology,CAPT or Flag,2010,CONUS MTF,2-4 months,5,5,4,1st choice,Europe,Other,Yes,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
1129,Ophthalmology,CDR,2014,GME,NA,2,1,3,1st choice,"Southeast (North Carolina, Florida)",Academic Medicine,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
1130,Endocrinology (IM),LCDR,2016,OCONUS Operational,> 4 months,5,5,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Academic Medicine,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,No
1131,Heme/Onc (IM),LCDR,2012,CONUS MTF,2-4 months,4,4,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Resign/Retire,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
1132,Ophthalmology,CDR,2015,OCONUS MTF,2-4 months,4,4,3,1st choice,Southern California,Clinical Medicine,Do not care,3 tours (~9 years),No,Other,Jan-17,Yes,Yes
1133,Otolaryngology,CAPT or Flag,2013,CONUS MTF,NA,5,5,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Academic Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1134,Emergency Medicine,LT,2013,GME,2-4 months,5,5,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Academic Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1135,Emergency Medicine,LCDR,2016,CONUS MTF,2-4 months,4,4,2,2nd choice,Europe,Mixed,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1136,Otolaryngology,CDR,2015,CONUS MTF,2-4 months,5,5,3,1st choice,Southern California,Academic Medicine,No,4 tours (~12 years),Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1137,Radiation Oncology,LCDR,2015,CONUS MTF,> 4 months,5,5,5,1st choice,Southern California,Clinical Medicine,Yes,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jun-16,No,Yes
1138,Ophthalmology,CDR,2011,CONUS MTF,2-4 months,4,4,4,1st choice,"Southeast (North Carolina, Florida)",Other,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,Yes
1139,Otolaryngology,LCDR,2015,CONUS MTF,> 4 months,5,5,5,1st choice,Southern California,Academic Medicine,Yes,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
531,Resident,LT,2015,CONUS MTF,NA,3,4,3,1st choice,Southern California,Clinical Medicine,Do not care,4 tours (~12 years),No,NA,NA,NA,NA
1142,Otolaryngology,LCDR,2015,CONUS MTF,> 4 months,5,5,4,1st choice,Southern California,Academic Medicine,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1143,Otolaryngology,CAPT or Flag,2014,CONUS MTF,NA,5,5,5,1st choice,Southern California,Operational Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,Yes
1144,Emergency Medicine,LCDR,2014,CONUS MTF,2-4 months,1,2,2,2nd choice,NA,Resign/Retire,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
1145,Otolaryngology,CDR,2011,CONUS MTF,2-4 months,3,3,4,Other,"Pacific (Hawaii, Guam, Japan)",Undecided,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1146,Ophthalmology,CDR,2014,CONUS MTF,2-4 months,5,5,3,1st choice,"Pacific (Hawaii, Guam, Japan)",Operational Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1147,Otolaryngology,LCDR,2015,CONUS MTF,2-4 months,2,4,3,2nd choice,Southern California,Clinical Medicine,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,No,Yes
1148,Endocrinology (IM),LCDR,2015,CONUS MTF,2-4 months,5,5,NA,1st choice,Southern California,Undecided,Do not care,4 tours (~12 years),No,Something similar to the National Residency Match Program,Oct-16,NA,NA
1150,Neurosurgery,LCDR,2014,CONUS MTF,NA,5,5,5,1st choice,Southern California,Clinical Medicine,Do not care,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,Yes
1151,Neurosurgery,LCDR,2015,CONUS MTF,2-4 months,3,3,5,1st choice,Southern California,Academic Medicine,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,No,No
1153,Infectious Disease (IM),CAPT or Flag,2015,GME,2-4 months,1,1,3,2nd choice,National Capital Region,Resign/Retire,Yes,2 tours (~6 years),No,Something similar to the National Residency Match Program,Nov-16,Yes,Yes
1156,Emergency Medicine,CAPT or Flag,2015,CONUS MTF,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,Radiation Oncology,LCDR,2014,GME,2-4 months,5,5,5,1st choice,Southern California,Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
539,Resident,LT,2014,GME,2-4 months,1,NA,2,1st choice,"Pacific (Hawaii, Guam, Japan)",Resign/Retire,Do not care,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,No,No
1159,Emergency Medicine,LCDR,2014,CONUS MTF,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1160,Neurosurgery,LCDR,2015,OCONUS MTF,2-4 months,5,5,4,3rd choice,Europe,Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1163,Neurosurgery,LCDR,2013,CONUS MTF,NA,NA,NA,NA,1st choice,NA,Clinical Medicine,No,4 tours (~12 years),Other,Status Quo: Detailer and Specialty Leader decide,Mar-17,NA,NA
1164,Otolaryngology,CDR,2016,OCONUS MTF,2-4 months,5,4,5,1st choice,Pacific Northwest,Executive Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
1166,Neurosurgery,CAPT or Flag,2014,GME,2-4 months,5,5,1,1st choice,National Capital Region,Resign/Retire,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,No
1167,Psychiatry,CAPT or Flag,2016,CONUS MTF,2-4 months,5,5,NA,1st choice,Southern California,Mixed,No,4 tours (~12 years),No,Other,Nov-16,Yes,Yes
1168,OB/GYN,LCDR,2015,OCONUS MTF,2-4 months,5,5,5,1st choice,Europe,Executive Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1169,Infectious Disease (IM),CAPT or Flag,2014,CONUS MTF,2-4 months,4,5,1,1st choice,National Capital Region,Clinical Medicine,Do not care,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jul-16,Yes,No
1170,Emergency Medicine,LCDR,2016,CONUS Operational,2-4 months,5,5,5,1st choice,Southern California,Academic Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
540,Resident,LT,2016,CONUS MTF,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1172,Otolaryngology,CAPT or Flag,2015,CONUS MTF,> 4 months,4,4,1,1st choice,"Southeast (North Carolina, Florida)",Clinical Medicine,Do not care,4 tours (~12 years),Other,Something similar to the National Residency Match Program,Mar-17,Yes,Yes
1173,Pediatrics,LT,2016,CONUS MTF,2-4 months,2,3,1,1st choice,Pacific Northwest,Clinical Medicine,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
1174,Infectious Disease (IM),CAPT or Flag,2016,Non-Operational/Non-Clinical,NA,2,4,2,1st choice,Europe,Resign/Retire,No,3 tours (~9 years),No,Something similar to the National Residency Match Program,Sep-16,No,No
574,Resident,LT,2014,GME,2-4 months,4,4,NA,1st choice,Southern California,Mixed,No,3 tours (~9 years),Other,NA,Jul-16,No,No
1180,Ophthalmology,LCDR,2015,OCONUS MTF,2-4 months,1,1,1,> 4th choice,National Capital Region,Global Health Engagement,Yes,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,No
1181,Family Medicine,CAPT or Flag,2016,OCONUS Operational,2-4 months,2,3,3,Other,"Southeast (North Carolina, Florida)",Executive Medicine,Other,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
1182,Heme/Onc (IM),CAPT or Flag,2006,CONUS MTF,NA,5,5,1,1st choice,National Capital Region,Academic Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1183,Family Medicine,CAPT or Flag,2016,OCONUS MTF,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,OB/GYN,LCDR,2016,OCONUS MTF,2-4 months,5,4,5,1st choice,"Southeast (North Carolina, Florida)",Clinical Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1185,Family Medicine,LCDR,2014,OCONUS MTF,> 4 months,3,5,2,2nd choice,Europe,Mixed,No,2 tours (~6 years),No,Other,Dec-16,No,No
1186,Infectious Disease (IM),LCDR,2016,Non-Operational/Non-Clinical,> 4 months,4,3,4,2nd choice,Europe,Executive Medicine,Yes,3 tours (~9 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,No
1187,Otolaryngology,CDR,2012,CONUS MTF,> 4 months,4,4,3,1st choice,Southern California,Resign/Retire,No,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1188,Family Medicine,LCDR,2013,OCONUS MTF,2-4 months,5,5,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jul-16,No,Yes
1189,Neurosurgery,LCDR,2015,CONUS MTF,NA,4,2,2,1st choice,Southern California,Clinical Medicine,Yes,3 tours (~9 years),No,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
1190,Neurosurgery,LCDR,2016,CONUS MTF,2-4 months,3,2,3,Other,National Capital Region,Clinical Medicine,Do not care,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
577,Resident,LT,2014,GME,2-4 months,5,5,3,1st choice,Europe,Mixed,Do not care,2 tours (~6 years),No,Something similar to the National Residency Match Program,Oct-16,Yes,Yes
1192,Emergency Medicine,CAPT or Flag,2015,CONUS Operational,2-4 months,5,3,5,1st choice,Europe,Undecided,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
624,Resident,LT,2015,GME,2-4 months,5,5,4,1st choice,"Southeast (North Carolina, Florida)",Mixed,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,Yes
642,Resident,LCDR,2015,GME,2-4 months,4,NA,3,Other,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1196,Psychiatry,LCDR,2013,CONUS MTF,2-4 months,4,4,4,Other,"Tidewater Region (Portsmouth, Norfolk)",Executive Medicine,Do not care,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Nov-16,Yes,Yes
1197,Otolaryngology,CDR,2015,CONUS MTF,2-4 months,5,5,4,2nd choice,Pacific Northwest,Clinical Medicine,No,Other,Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,Yes
198,Neurosurgery,LCDR,2015,CONUS MTF,2-4 months,3,4,5,1st choice,Southern California,Mixed,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
807,Resident,LCDR,2014,GME,> 4 months,4,4,4,Other,Europe,Clinical Medicine,No,2 tours (~6 years),Other,Other,Dec-16,NA,NA
786,Resident,LT,2016,GME,> 4 months,1,2,3,2nd choice,NA,Clinical Medicine,No,4 tours (~12 years),No,NA,NA,NA,NA
1202,Neurosurgery,LCDR,2014,CONUS MTF,2-4 months,1,3,1,3rd choice,Southern California,Resign/Retire,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Mar-17,Yes,No
1203,OB/GYN,CAPT or Flag,2015,CONUS MTF,2-4 months,5,5,4,1st choice,Southern California,Academic Medicine,No,Other,Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1204,OB/GYN,LCDR,2016,CONUS MTF,2-4 months,4,4,4,3rd choice,Southern California,Executive Medicine,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,NA
822,Resident,LT,2014,GME,2-4 months,4,4,4,1st choice,Southern California,Operational Medicine,No,3 tours (~9 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1206,OB/GYN,CDR,2014,CONUS MTF,2-4 months,5,5,5,1st choice,Southern California,Mixed,No,Other,Yes,Other,Jan-17,No,No
1207,OB/GYN,CDR,2016,CONUS MTF,2-4 months,4,4,3,2nd choice,Southern California,Undecided,Other,Other,Yes,Other,Dec-16,Yes,Yes
1208,OB/GYN,LT,2014,GME,> 4 months,5,4,NA,1st choice,Europe,Clinical Medicine,No,1 tour (~3 years),Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1209,OB/GYN,CDR,2014,CONUS MTF,2-4 months,5,4,1,1st choice,National Capital Region,Clinical Medicine,Yes,Other,No,Something similar to the National Residency Match Program,Nov-16,Yes,Yes
1210,OB/GYN,CDR,NA,CONUS MTF,NA,5,5,5,2nd choice,"Southeast (North Carolina, Florida)",Clinical Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Nov-16,No,Yes
1211,OB/GYN,CDR,2016,CONUS MTF,NA,3,4,3,1st choice,Southern California,Resign/Retire,No,3 tours (~9 years),Yes,Something similar to the National Residency Match Program,Nov-16,Yes,Yes
917,Resident,LT,2014,Non-Operational/Non-Clinical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,OB/GYN,LCDR,2014,CONUS MTF,2-4 months,5,5,3,1st choice,Southern California,Academic Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
1214,OB/GYN,CAPT or Flag,2016,Non-Operational/Non-Clinical,NA,5,4,3,Other,National Capital Region,Executive Medicine,Do not care,Other,Other,Other,NA,NA,NA
1215,OB/GYN,CDR,2015,CONUS Operational,2-4 months,5,5,3,1st choice,Europe,Mixed,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Feb-17,Yes,No
116,OB/GYN,LT,2016,CONUS MTF,2-4 months,4,2,NA,> 4th choice,Pacific Northwest,Undecided,Do not care,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
936,Resident,LT,2016,GME,NA,NA,NA,NA,4th choice,Southern California,Operational Medicine,Do not care,4 tours (~12 years),No,Something similar to the National Residency Match Program,Nov-16,Yes,Yes
1218,OB/GYN,CDR,2015,CONUS MTF,NA,2,4,3,1st choice,Southern California,Mixed,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,No
1219,OB/GYN,LCDR,2014,CONUS MTF,2-4 months,5,5,5,1st choice,Europe,Clinical Medicine,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
966,Resident,LT,2016,GME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,OB/GYN,LCDR,2015,CONUS MTF,> 4 months,5,5,5,> 4th choice,Southern California,Clinical Medicine,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1010,Resident,LT,2016,GME,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,OB/GYN,CAPT or Flag,2014,Non-Operational/Non-Clinical,NA,NA,4,2,3rd choice,Pacific Northwest,Resign/Retire,Yes,3 tours (~9 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
1224,OB/GYN,LT,2016,GME,2-4 months,2,4,NA,1st choice,Southern California,Clinical Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jun-16,Yes,Yes
1225,OB/GYN,LT,2013,CONUS MTF,2-4 months,4,3,3,1st choice,"Pacific (Hawaii, Guam, Japan)",Clinical Medicine,Yes,4 tours (~12 years),No,Something similar to the National Residency Match Program,Mar-17,Yes,Yes
1226,Infectious Disease (IM),CAPT or Flag,2013,Non-Operational/Non-Clinical,2-4 months,5,5,3,1st choice,National Capital Region,Academic Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1227,OB/GYN,LCDR,2016,CONUS MTF,NA,2,1,4,1st choice,"Pacific (Hawaii, Guam, Japan)",Resign/Retire,Do not care,4 tours (~12 years),No,Something similar to the National Residency Match Program,Dec-16,No,Yes
1228,OB/GYN,CAPT or Flag,2013,CONUS MTF,2-4 months,1,1,4,1st choice,Southern California,Resign/Retire,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,No
1229,OB/GYN,LT,2014,GME,> 4 months,5,5,1,1st choice,National Capital Region,Academic Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1230,Neurosurgery,LCDR,2014,CONUS MTF,2-4 months,3,3,3,1st choice,National Capital Region,Academic Medicine,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jun-16,NA,NA
1231,OB/GYN,LCDR,2016,CONUS MTF,2-4 months,5,5,5,1st choice,Southern California,Clinical Medicine,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,NA,NA
1232,Otolaryngology,LCDR,2015,CONUS MTF,2-4 months,2,3,5,1st choice,Southern California,Clinical Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1233,Neurosurgery,CDR,2015,CONUS MTF,2-4 months,5,5,5,1st choice,Southern California,Academic Medicine,No,Other,No,Something similar to the National Residency Match Program,Jan-17,No,Yes
1058,Resident,LT,2013,GME,2-4 months,NA,NA,NA,Other,Europe,Mixed,No,3 tours (~9 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,No
1060,Resident,LT,NA,GME,NA,NA,NA,NA,Other,"Pacific (Hawaii, Guam, Japan)",Operational Medicine,No,4 tours (~12 years),Other,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
1236,OB/GYN,CAPT or Flag,2011,CONUS MTF,NA,5,5,5,1st choice,National Capital Region,Clinical Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1237,OB/GYN,LT,2014,CONUS MTF,> 4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
